STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total
BIHAR,2005,Educational Standard,5485,124,5609,38821,1198,40019,0,0,0,190,0,190,44496,1322,45818
BIHAR,2005,Educational Standard - Illiterate,138,98,236,7201,718,7919,0,0,0,8,0,8,7347,816,8163
BIHAR,2005,Educational Standard - Below Class X,3223,26,3249,29720,480,30200,0,0,0,182,0,182,33125,506,33631
BIHAR,2005,Educational Standard - Class X and above but below graduate,2124,0,2124,978,0,978,0,0,0,0,0,0,3102,0,3102
BIHAR,2005,Educational Standard - Graduate,0,0,0,922,0,922,0,0,0,0,0,0,922,0,922
BIHAR,2005,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,2006,Educational Standard,6616,149,6765,36106,1269,37375,0,0,0,141,0,141,42863,1418,44281
BIHAR,2006,Educational Standard - Illiterate,2067,86,2153,14050,659,14709,0,0,0,40,0,40,16157,745,16902
BIHAR,2006,Educational Standard - Below Class X,3585,56,3641,14681,445,15126,0,0,0,58,0,58,18324,501,18825
BIHAR,2006,Educational Standard - Class X and above but below graduate,767,7,774,5711,154,5865,0,0,0,35,0,35,6513,161,6674
BIHAR,2006,Educational Standard - Graduate,154,0,154,1447,11,1458,0,0,0,8,0,8,1609,11,1620
BIHAR,2006,Educational Standard - Post-Graduate,27,0,27,134,0,134,0,0,0,0,0,0,161,0,161
BIHAR,2006,Educational Standard - Holding technical degree/diploma etc,16,0,16,83,0,83,0,0,0,0,0,0,99,0,99
BIHAR,2007,Educational Standard,6130,136,6266,32160,1156,33316,24,0,24,32,0,32,38346,1292,39638
BIHAR,2007,Educational Standard - Illiterate,1813,72,1885,10381,579,10960,0,0,0,5,0,5,12199,651,12850
BIHAR,2007,Educational Standard - Below Class X,3399,57,3456,15316,441,15757,0,0,0,21,0,21,18736,498,19234
BIHAR,2007,Educational Standard - Class X and above but below graduate,711,7,718,4957,126,5083,15,0,15,4,0,4,5687,133,5820
BIHAR,2007,Educational Standard - Graduate,163,0,163,1298,10,1308,7,0,7,2,0,2,1470,10,1480
BIHAR,2007,Educational Standard - Post-Graduate,26,0,26,123,0,123,2,0,2,0,0,0,151,0,151
BIHAR,2007,Educational Standard - Holding technical degree/diploma etc,18,0,18,85,0,85,0,0,0,0,0,0,103,0,103
BIHAR,2008,Educational Standard,5868,131,5999,30549,1098,31647,24,0,24,39,0,39,36480,1229,37709
BIHAR,2008,Educational Standard - Illiterate,1691,71,1762,8791,526,9317,0,0,0,7,0,7,10489,597,11086
BIHAR,2008,Educational Standard - Below Class X,3294,50,3344,15272,427,15699,0,0,0,22,0,22,18588,477,19065
BIHAR,2008,Educational Standard - Class X and above but below graduate,702,8,710,5077,130,5207,17,0,17,5,0,5,5801,138,5939
BIHAR,2008,Educational Standard - Graduate,140,2,142,1201,13,1214,4,0,4,5,0,5,1350,15,1365
BIHAR,2008,Educational Standard - Post-Graduate,23,0,23,120,2,122,3,0,3,0,0,0,146,2,148
BIHAR,2008,Educational Standard - Holding technical degree/diploma etc,18,0,18,88,0,88,0,0,0,0,0,0,106,0,106
BIHAR,2009,Educational Standard,5423,108,5531,27246,917,28163,10,0,10,6,1,7,32685,1026,33711
BIHAR,2009,Educational Standard - Illiterate,1821,62,1883,8360,444,8804,0,0,0,1,0,1,10182,506,10688
BIHAR,2009,Educational Standard - Below Class X,2814,37,2851,13719,351,14070,3,0,3,2,1,3,16538,389,16927
BIHAR,2009,Educational Standard - Class X and above but below graduate,643,7,650,3952,108,4060,3,0,3,3,0,3,4601,115,4716
BIHAR,2009,Educational Standard - Graduate,112,2,114,1024,11,1035,3,0,3,0,0,0,1139,13,1152
BIHAR,2009,Educational Standard - Post-Graduate,19,0,19,119,3,122,1,0,1,0,0,0,139,3,142
BIHAR,2009,Educational Standard - Holding technical degree/diploma etc,14,0,14,72,0,72,0,0,0,0,0,0,86,0,86
BIHAR,2010,Educational Standard,5166,119,5285,23589,773,24362,34,0,34,19,0,19,28808,892,29700
BIHAR,2010,Educational Standard - Illiterate,1488,49,1537,8062,380,8442,0,0,0,4,0,4,9554,429,9983
BIHAR,2010,Educational Standard - Below Class X,2966,53,3019,11272,310,11582,6,0,6,10,0,10,14254,363,14617
BIHAR,2010,Educational Standard - Class X and above but below graduate,579,13,592,3197,75,3272,18,0,18,5,0,5,3799,88,3887
BIHAR,2010,Educational Standard - Graduate,103,4,107,905,7,912,8,0,8,0,0,0,1016,11,1027
BIHAR,2010,Educational Standard - Post-Graduate,18,0,18,97,1,98,2,0,2,0,0,0,117,1,118
BIHAR,2010,Educational Standard - Holding technical degree/diploma etc,12,0,12,56,0,56,0,0,0,0,0,0,68,0,68
BIHAR,2011,Educational Standard,4508,86,4594,22622,795,23417,8,0,8,13,0,13,27151,881,28032
BIHAR,2011,Educational Standard - Illiterate,1281,43,1324,7011,395,7406,3,0,3,3,0,3,8298,438,8736
BIHAR,2011,Educational Standard - Below Class X,2042,39,2081,9327,333,9660,2,0,2,6,0,6,11377,372,11749
BIHAR,2011,Educational Standard - Class X and above but below graduate,907,3,910,4788,52,4840,3,0,3,1,0,1,5699,55,5754
BIHAR,2011,Educational Standard - Graduate,225,1,226,1245,9,1254,0,0,0,2,0,2,1472,10,1482
BIHAR,2011,Educational Standard - Post-Graduate,41,0,41,190,6,196,0,0,0,1,0,1,232,6,238
BIHAR,2011,Educational Standard - Holding technical degree/diploma etc,12,0,12,61,0,61,0,0,0,0,0,0,73,0,73
BIHAR,2012,Educational Standard,4006,102,4108,23563,826,24389,40,0,40,13,0,13,27622,928,28550
BIHAR,2012,Educational Standard - Illiterate,1122,47,1169,7529,464,7993,5,0,5,5,0,5,8661,511,9172
BIHAR,2012,Educational Standard - Below Class X,1891,51,1942,9584,303,9887,20,0,20,6,0,6,11501,354,11855
BIHAR,2012,Educational Standard - Class X and above but below graduate,787,3,790,4939,53,4992,12,0,12,2,0,2,5740,56,5796
BIHAR,2012,Educational Standard - Graduate,170,1,171,1243,3,1246,3,0,3,0,0,0,1416,4,1420
BIHAR,2012,Educational Standard - Post-Graduate,26,0,26,184,3,187,0,0,0,0,0,0,210,3,213
BIHAR,2012,Educational Standard - Holding technical degree/diploma etc,10,0,10,84,0,84,0,0,0,0,0,0,94,0,94
CHHATTISGARH,2012,Educational Standard,5720,244,5964,8344,455,8799,0,0,0,17,0,17,14081,699,14780
CHHATTISGARH,2012,Educational Standard - Illiterate,2158,116,2274,2955,253,3208,0,0,0,7,0,7,5120,369,5489
CHHATTISGARH,2012,Educational Standard - Below Class X,2627,114,2741,3780,156,3936,0,0,0,9,0,9,6416,270,6686
CHHATTISGARH,2012,Educational Standard - Class X and above but below graduate,708,9,717,1108,19,1127,0,0,0,1,0,1,1817,28,1845
CHHATTISGARH,2012,Educational Standard - Graduate,127,3,130,337,13,350,0,0,0,0,0,0,464,16,480
CHHATTISGARH,2012,Educational Standard - Post-Graduate,66,2,68,140,13,153,0,0,0,0,0,0,206,15,221
CHHATTISGARH,2012,Educational Standard - Holding technical degree/diploma etc,34,0,34,24,1,25,0,0,0,0,0,0,58,1,59
CHHATTISGARH,2001,Educational Standard,4548,185,4733,4717,204,4921,4,0,4,8,1,9,9277,390,9667
CHHATTISGARH,2001,Educational Standard - Illiterate,1642,103,1745,1704,129,1833,0,0,0,3,1,4,3349,233,3582
CHHATTISGARH,2001,Educational Standard - Below Class X,2112,70,2182,2165,66,2231,3,0,3,5,0,5,4285,136,4421
CHHATTISGARH,2001,Educational Standard - Class X and above but below graduate,580,11,591,636,9,645,1,0,1,0,0,0,1217,20,1237
CHHATTISGARH,2001,Educational Standard - Graduate,163,1,164,125,0,125,0,0,0,0,0,0,288,1,289
CHHATTISGARH,2001,Educational Standard - Post-Graduate,41,0,41,74,0,74,0,0,0,0,0,0,115,0,115
CHHATTISGARH,2001,Educational Standard - Holding technical degree/diploma etc,10,0,10,13,0,13,0,0,0,0,0,0,23,0,23
CHHATTISGARH,2002,Educational Standard,4834,202,5036,4736,225,4961,1,0,1,8,0,8,9579,427,10006
CHHATTISGARH,2002,Educational Standard - Illiterate,1413,103,1516,1632,132,1764,0,0,0,4,0,4,3049,235,3284
CHHATTISGARH,2002,Educational Standard - Below Class X,2621,79,2700,1985,73,2058,1,0,1,4,0,4,4611,152,4763
CHHATTISGARH,2002,Educational Standard - Class X and above but below graduate,639,17,656,837,18,855,0,0,0,0,0,0,1476,35,1511
CHHATTISGARH,2002,Educational Standard - Graduate,107,2,109,176,2,178,0,0,0,0,0,0,283,4,287
CHHATTISGARH,2002,Educational Standard - Post-Graduate,43,1,44,101,0,101,0,0,0,0,0,0,144,1,145
CHHATTISGARH,2002,Educational Standard - Holding technical degree/diploma etc,11,0,11,5,0,5,0,0,0,0,0,0,16,0,16
CHHATTISGARH,2003,Educational Standard,4521,199,4720,3968,160,4128,3,0,3,10,0,10,8502,359,8861
CHHATTISGARH,2003,Educational Standard - Illiterate,1480,91,1571,1659,113,1772,1,0,1,3,0,3,3143,204,3347
CHHATTISGARH,2003,Educational Standard - Below Class X,2433,88,2521,1661,34,1695,2,0,2,5,0,5,4101,122,4223
CHHATTISGARH,2003,Educational Standard - Class X and above but below graduate,540,17,557,519,11,530,0,0,0,2,0,2,1061,28,1089
CHHATTISGARH,2003,Educational Standard - Graduate,48,2,50,77,1,78,0,0,0,0,0,0,125,3,128
CHHATTISGARH,2003,Educational Standard - Post-Graduate,18,1,19,25,1,26,0,0,0,0,0,0,43,2,45
CHHATTISGARH,2003,Educational Standard - Holding technical degree/diploma etc,2,0,2,27,0,27,0,0,0,0,0,0,29,0,29
CHHATTISGARH,2004,Educational Standard,4320,205,4525,4143,194,4337,0,0,0,11,0,11,8474,399,8873
CHHATTISGARH,2004,Educational Standard - Illiterate,1841,107,1948,1743,131,1874,0,0,0,5,0,5,3589,238,3827
CHHATTISGARH,2004,Educational Standard - Below Class X,1456,73,1529,1747,50,1797,0,0,0,5,0,5,3208,123,3331
CHHATTISGARH,2004,Educational Standard - Class X and above but below graduate,874,20,894,444,11,455,0,0,0,1,0,1,1319,31,1350
CHHATTISGARH,2004,Educational Standard - Graduate,77,5,82,142,2,144,0,0,0,0,0,0,219,7,226
CHHATTISGARH,2004,Educational Standard - Post-Graduate,51,0,51,48,0,48,0,0,0,0,0,0,99,0,99
CHHATTISGARH,2004,Educational Standard - Holding technical degree/diploma etc,21,0,21,19,0,19,0,0,0,0,0,0,40,0,40
CHHATTISGARH,2005,Educational Standard,4108,191,4299,5277,232,5509,2,0,2,11,0,11,9398,423,9821
CHHATTISGARH,2005,Educational Standard - Illiterate,1485,114,1599,2219,152,2371,0,0,0,0,0,0,3704,266,3970
CHHATTISGARH,2005,Educational Standard - Below Class X,1553,46,1599,2260,52,2312,1,0,1,9,0,9,3823,98,3921
CHHATTISGARH,2005,Educational Standard - Class X and above but below graduate,626,26,652,551,26,577,1,0,1,2,0,2,1180,52,1232
CHHATTISGARH,2005,Educational Standard - Graduate,299,3,302,189,2,191,0,0,0,0,0,0,488,5,493
CHHATTISGARH,2005,Educational Standard - Post-Graduate,122,2,124,44,0,44,0,0,0,0,0,0,166,2,168
CHHATTISGARH,2005,Educational Standard - Holding technical degree/diploma etc,23,0,23,14,0,14,0,0,0,0,0,0,37,0,37
CHHATTISGARH,2006,Educational Standard,4087,187,4274,5789,284,6073,1,0,1,11,0,11,9888,471,10359
CHHATTISGARH,2006,Educational Standard - Illiterate,1435,104,1539,2288,176,2464,1,0,1,2,0,2,3726,280,4006
CHHATTISGARH,2006,Educational Standard - Below Class X,1571,47,1618,2437,71,2508,0,0,0,4,0,4,4012,118,4130
CHHATTISGARH,2006,Educational Standard - Class X and above but below graduate,617,30,647,698,29,727,0,0,0,5,0,5,1320,59,1379
CHHATTISGARH,2006,Educational Standard - Graduate,312,3,315,230,8,238,0,0,0,0,0,0,542,11,553
CHHATTISGARH,2006,Educational Standard - Post-Graduate,126,3,129,105,0,105,0,0,0,0,0,0,231,3,234
CHHATTISGARH,2006,Educational Standard - Holding technical degree/diploma etc,26,0,26,31,0,31,0,0,0,0,0,0,57,0,57
CHHATTISGARH,2007,Educational Standard,4317,208,4525,5646,253,5899,0,0,0,27,0,27,9990,461,10451
CHHATTISGARH,2007,Educational Standard - Illiterate,1413,116,1529,2126,156,2282,0,0,0,12,0,12,3551,272,3823
CHHATTISGARH,2007,Educational Standard - Below Class X,1729,53,1782,2323,75,2398,0,0,0,12,0,12,4064,128,4192
CHHATTISGARH,2007,Educational Standard - Class X and above but below graduate,685,35,720,847,20,867,0,0,0,2,0,2,1534,55,1589
CHHATTISGARH,2007,Educational Standard - Graduate,321,2,323,217,2,219,0,0,0,1,0,1,539,4,543
CHHATTISGARH,2007,Educational Standard - Post-Graduate,146,2,148,101,0,101,0,0,0,0,0,0,247,2,249
CHHATTISGARH,2007,Educational Standard - Holding technical degree/diploma etc,23,0,23,32,0,32,0,0,0,0,0,0,55,0,55
CHHATTISGARH,2008,Educational Standard,4573,194,4767,6155,302,6457,0,0,0,6,0,6,10734,496,11230
CHHATTISGARH,2008,Educational Standard - Illiterate,1664,111,1775,2398,181,2579,0,0,0,0,0,0,4062,292,4354
CHHATTISGARH,2008,Educational Standard - Below Class X,1656,49,1705,2457,85,2542,0,0,0,5,0,5,4118,134,4252
CHHATTISGARH,2008,Educational Standard - Class X and above but below graduate,745,31,776,956,31,987,0,0,0,1,0,1,1702,62,1764
CHHATTISGARH,2008,Educational Standard - Graduate,328,2,330,208,3,211,0,0,0,0,0,0,536,5,541
CHHATTISGARH,2008,Educational Standard - Post-Graduate,147,1,148,107,2,109,0,0,0,0,0,0,254,3,257
CHHATTISGARH,2008,Educational Standard - Holding technical degree/diploma etc,33,0,33,29,0,29,0,0,0,0,0,0,62,0,62
CHHATTISGARH,2009,Educational Standard,4640,217,4857,6910,359,7269,0,0,0,16,0,16,11566,576,12142
CHHATTISGARH,2009,Educational Standard - Illiterate,1466,133,1599,2650,179,2829,0,0,0,13,0,13,4129,312,4441
CHHATTISGARH,2009,Educational Standard - Below Class X,2348,63,2411,3001,126,3127,0,0,0,3,0,3,5352,189,5541
CHHATTISGARH,2009,Educational Standard - Class X and above but below graduate,603,20,623,960,36,996,0,0,0,0,0,0,1563,56,1619
CHHATTISGARH,2009,Educational Standard - Graduate,127,0,127,194,6,200,0,0,0,0,0,0,321,6,327
CHHATTISGARH,2009,Educational Standard - Post-Graduate,76,1,77,70,11,81,0,0,0,0,0,0,146,12,158
CHHATTISGARH,2009,Educational Standard - Holding technical degree/diploma etc,20,0,20,35,1,36,0,0,0,0,0,0,55,1,56
CHHATTISGARH,2010,Educational Standard,4987,209,5196,7324,375,7699,1,0,1,19,0,19,12331,584,12915
CHHATTISGARH,2010,Educational Standard - Illiterate,1511,85,1596,2329,210,2539,0,0,0,7,0,7,3847,295,4142
CHHATTISGARH,2010,Educational Standard - Below Class X,2448,99,2547,3601,120,3721,1,0,1,12,0,12,6062,219,6281
CHHATTISGARH,2010,Educational Standard - Class X and above but below graduate,761,24,785,1023,29,1052,0,0,0,0,0,0,1784,53,1837
CHHATTISGARH,2010,Educational Standard - Graduate,159,1,160,245,3,248,0,0,0,0,0,0,404,4,408
CHHATTISGARH,2010,Educational Standard - Post-Graduate,80,0,80,96,10,106,0,0,0,0,0,0,176,10,186
CHHATTISGARH,2010,Educational Standard - Holding technical degree/diploma etc,28,0,28,30,3,33,0,0,0,0,0,0,58,3,61
CHHATTISGARH,2011,Educational Standard,5388,242,5630,7883,392,8275,0,0,0,13,0,13,13284,634,13918
CHHATTISGARH,2011,Educational Standard - Illiterate,1529,119,1648,2631,203,2834,0,0,0,5,0,5,4165,322,4487
CHHATTISGARH,2011,Educational Standard - Below Class X,2781,112,2893,3564,134,3698,0,0,0,7,0,7,6352,246,6598
CHHATTISGARH,2011,Educational Standard - Class X and above but below graduate,794,10,804,1120,33,1153,0,0,0,1,0,1,1915,43,1958
CHHATTISGARH,2011,Educational Standard - Graduate,158,0,158,323,8,331,0,0,0,0,0,0,481,8,489
CHHATTISGARH,2011,Educational Standard - Post-Graduate,96,1,97,145,13,158,0,0,0,0,0,0,241,14,255
CHHATTISGARH,2011,Educational Standard - Holding technical degree/diploma etc,30,0,30,100,1,101,0,0,0,0,0,0,130,1,131
GOA,2001,Educational Standard,154,4,158,287,7,294,0,0,0,0,0,0,441,11,452
GOA,2001,Educational Standard - Illiterate,75,2,77,112,5,117,0,0,0,0,0,0,187,7,194
GOA,2001,Educational Standard - Below Class X,70,2,72,137,1,138,0,0,0,0,0,0,207,3,210
GOA,2001,Educational Standard - Class X and above but below graduate,9,0,9,30,1,31,0,0,0,0,0,0,39,1,40
GOA,2001,Educational Standard - Graduate,0,0,0,8,0,8,0,0,0,0,0,0,8,0,8
GOA,2001,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2002,Educational Standard,145,4,149,198,5,203,0,0,0,0,0,0,343,9,352
GOA,2002,Educational Standard - Illiterate,68,0,68,58,5,63,0,0,0,0,0,0,126,5,131
GOA,2002,Educational Standard - Below Class X,47,4,51,97,0,97,0,0,0,0,0,0,144,4,148
GOA,2002,Educational Standard - Class X and above but below graduate,20,0,20,35,0,35,0,0,0,0,0,0,55,0,55
GOA,2002,Educational Standard - Graduate,10,0,10,6,0,6,0,0,0,0,0,0,16,0,16
GOA,2002,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2002,Educational Standard - Holding technical degree/diploma etc,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
GOA,2003,Educational Standard,140,3,143,379,9,388,1,0,1,0,0,0,520,12,532
GOA,2003,Educational Standard - Illiterate,56,2,58,126,9,135,1,0,1,0,0,0,183,11,194
GOA,2003,Educational Standard - Below Class X,41,1,42,192,0,192,0,0,0,0,0,0,233,1,234
GOA,2003,Educational Standard - Class X and above but below graduate,38,0,38,43,0,43,0,0,0,0,0,0,81,0,81
GOA,2003,Educational Standard - Graduate,5,0,5,14,0,14,0,0,0,0,0,0,19,0,19
GOA,2003,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
GOA,2004,Educational Standard,148,2,150,268,9,277,0,0,0,0,0,0,416,11,427
GOA,2004,Educational Standard - Illiterate,10,0,10,40,0,40,0,0,0,0,0,0,50,0,50
GOA,2004,Educational Standard - Below Class X,115,2,117,188,9,197,0,0,0,0,0,0,303,11,314
GOA,2004,Educational Standard - Class X and above but below graduate,23,0,23,33,0,33,0,0,0,0,0,0,56,0,56
GOA,2004,Educational Standard - Graduate,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7
GOA,2004,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2005,Educational Standard,135,3,138,229,17,246,0,0,0,0,0,0,364,20,384
GOA,2005,Educational Standard - Illiterate,16,1,17,53,10,63,0,0,0,0,0,0,69,11,80
GOA,2005,Educational Standard - Below Class X,104,2,106,129,7,136,0,0,0,0,0,0,233,9,242
GOA,2005,Educational Standard - Class X and above but below graduate,8,0,8,40,0,40,0,0,0,0,0,0,48,0,48
GOA,2005,Educational Standard - Graduate,7,0,7,5,0,5,0,0,0,0,0,0,12,0,12
GOA,2005,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
GOA,2006,Educational Standard,142,2,144,218,18,236,0,0,0,0,0,0,360,20,380
GOA,2006,Educational Standard - Illiterate,18,0,18,66,5,71,0,0,0,0,0,0,84,5,89
GOA,2006,Educational Standard - Below Class X,92,2,94,91,13,104,0,0,0,0,0,0,183,15,198
GOA,2006,Educational Standard - Class X and above but below graduate,27,0,27,35,0,35,0,0,0,0,0,0,62,0,62
GOA,2006,Educational Standard - Graduate,5,0,5,17,0,17,0,0,0,0,0,0,22,0,22
GOA,2006,Educational Standard - Post-Graduate,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7
GOA,2006,Educational Standard - Holding technical degree/diploma etc,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
GOA,2007,Educational Standard,145,2,147,201,18,219,0,0,0,0,0,0,346,20,366
GOA,2007,Educational Standard - Illiterate,24,1,25,66,2,68,0,0,0,0,0,0,90,3,93
GOA,2007,Educational Standard - Below Class X,77,1,78,83,16,99,0,0,0,0,0,0,160,17,177
GOA,2007,Educational Standard - Class X and above but below graduate,31,0,31,35,0,35,0,0,0,0,0,0,66,0,66
GOA,2007,Educational Standard - Graduate,13,0,13,16,0,16,0,0,0,0,0,0,29,0,29
GOA,2007,Educational Standard - Post-Graduate,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
GOA,2007,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2008,Educational Standard,141,9,150,237,16,253,0,0,0,0,0,0,378,25,403
GOA,2008,Educational Standard - Illiterate,14,5,19,110,6,116,0,0,0,0,0,0,124,11,135
GOA,2008,Educational Standard - Below Class X,100,4,104,78,10,88,0,0,0,0,0,0,178,14,192
GOA,2008,Educational Standard - Class X and above but below graduate,17,0,17,47,0,47,0,0,0,0,0,0,64,0,64
GOA,2008,Educational Standard - Graduate,9,0,9,2,0,2,0,0,0,0,0,0,11,0,11
GOA,2008,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2008,Educational Standard - Holding technical degree/diploma etc,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
GOA,2009,Educational Standard,181,7,188,220,24,244,0,0,0,0,0,0,401,31,432
GOA,2009,Educational Standard - Illiterate,17,5,22,105,14,119,0,0,0,0,0,0,122,19,141
GOA,2009,Educational Standard - Below Class X,127,2,129,79,10,89,0,0,0,0,0,0,206,12,218
GOA,2009,Educational Standard - Class X and above but below graduate,26,0,26,27,0,27,0,0,0,0,0,0,53,0,53
GOA,2009,Educational Standard - Graduate,11,0,11,8,0,8,0,0,0,0,0,0,19,0,19
GOA,2009,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,2009,Educational Standard - Holding technical degree/diploma etc,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
GOA,2010,Educational Standard,169,8,177,252,27,279,0,0,0,0,0,0,421,35,456
GOA,2010,Educational Standard - Illiterate,20,5,25,70,10,80,0,0,0,0,0,0,90,15,105
GOA,2010,Educational Standard - Below Class X,104,3,107,93,15,108,0,0,0,0,0,0,197,18,215
GOA,2010,Educational Standard - Class X and above but below graduate,35,0,35,56,2,58,0,0,0,0,0,0,91,2,93
GOA,2010,Educational Standard - Graduate,10,0,10,27,0,27,0,0,0,0,0,0,37,0,37
GOA,2010,Educational Standard - Post-Graduate,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
GOA,2010,Educational Standard - Holding technical degree/diploma etc,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
GOA,2011,Educational Standard,138,6,144,317,28,345,0,0,0,0,0,0,455,34,489
GOA,2011,Educational Standard - Illiterate,26,5,31,107,9,116,0,0,0,0,0,0,133,14,147
GOA,2011,Educational Standard - Below Class X,79,1,80,133,16,149,0,0,0,0,0,0,212,17,229
GOA,2011,Educational Standard - Class X and above but below graduate,22,0,22,53,2,55,0,0,0,0,0,0,75,2,77
GOA,2011,Educational Standard - Graduate,10,0,10,17,1,18,0,0,0,0,0,0,27,1,28
GOA,2011,Educational Standard - Post-Graduate,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
GOA,2011,Educational Standard - Holding technical degree/diploma etc,1,0,1,6,0,6,0,0,0,0,0,0,7,0,7
GOA,2012,Educational Standard,132,4,136,312,24,336,0,0,0,0,0,0,444,28,472
GOA,2012,Educational Standard - Illiterate,15,2,17,99,5,104,0,0,0,0,0,0,114,7,121
GOA,2012,Educational Standard - Below Class X,74,1,75,143,17,160,0,0,0,0,0,0,217,18,235
GOA,2012,Educational Standard - Class X and above but below graduate,32,0,32,45,2,47,0,0,0,0,0,0,77,2,79
GOA,2012,Educational Standard - Graduate,11,1,12,18,0,18,0,0,0,0,0,0,29,1,30
GOA,2012,Educational Standard - Post-Graduate,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
GOA,2012,Educational Standard - Holding technical degree/diploma etc,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6
GUJARAT,2001,Educational Standard,2858,58,2916,5418,139,5557,420,30,450,0,0,0,8696,227,8923
GUJARAT,2001,Educational Standard - Illiterate,948,20,968,2285,92,2377,130,19,149,0,0,0,3363,131,3494
GUJARAT,2001,Educational Standard - Below Class X,1304,30,1334,2307,44,2351,190,11,201,0,0,0,3801,85,3886
GUJARAT,2001,Educational Standard - Class X and above but below graduate,531,6,537,577,2,579,85,0,85,0,0,0,1193,8,1201
GUJARAT,2001,Educational Standard - Graduate,68,2,70,128,1,129,15,0,15,0,0,0,211,3,214
GUJARAT,2001,Educational Standard - Post-Graduate,4,0,4,62,0,62,0,0,0,0,0,0,66,0,66
